"sovereign_iso3","sovereign","country","msy_pdiff_rcp60","msy_pdiff_rcp85","aq_bivalve_underage_mt","aq_finfish_underage_mt"
"IND","India","India",0.918729281730099,-37.4866895265678,31841935.7098748,NA
"IRL","Ireland","Ireland",7.41452251503439,4.31226358884963,NA,NA
"IRN","Iran","Iran",-80.1063186842233,-92.9821504265775,29042.5391837468,NA
"IRQ","Iraq","Iraq",0.0377419379816107,-0.245384129152595,NA,NA
"ISL","Iceland","Iceland",5.162883728172,10.4795806115065,NA,NA
"ISR","Israel","Israel",-13.0039217480315,-35.6141610541194,NA,NA
"ITA","Italy","Italy",-7.45256350769858,-16.5257573371599,NA,NA
"JAM","Jamaica","Jamaica",-12.7729718822376,-46.2874690382009,NA,NA
"Joint","Australia - Papua New Guinea","Australia - Papua New Guinea",4.37858863864194,-82.2307602804107,NA,NA
"Joint","Australia/Indonesia","Australia/Indonesia",-1.66132719526165,-92.9645828063255,NA,NA
"Joint","Joint Development","Australia - East Timor",-1.96187230769125,-99.6054264077837,NA,NA
"Joint","Joint Regime","Colombia - Jamaica",0.805274133235558,-48.2597676656245,NA,NA
"Joint","Joint Regime","Japan - Korea",-24.7541685173514,-65.4453730950657,NA,NA
"Joint","Joint Regime","Nigeria - Sao Tome and Principe",-6.04668496410007,-56.8593428414937,NA,NA
"JPN","Japan","Japan",-15.0626147751033,-33.474906100168,NA,NA
"KEN","Kenya","Kenya",0.618795812979083,-0.130164373727898,609025.48262329,932484.375
"KHM","Cambodia","Cambodia",-3.66232433580387,-99.31635529071,1289569.59575119,NA
"KIR","Kiribati","Kiribati",0.00436156878948031,-0.326327105789578,NA,NA
"KIR","Kiribati","Line Group",-1.13127178817698,-2.31694298457736,NA,NA
"KIR","Kiribati","Phoenix Group",-2.76090681535174,-4.15044259657191,NA,NA
"KNA","Saint Kitts and Nevis","Saint Kitts and Nevis",-0.0928517147272609,-25.7835824572032,NA,NA
"KOR","South Korea","South Korea",-5.49290695526948,-26.0505673300127,NA,NA
"KWT","Kuwait","Kuwait",-14.5422138433027,-37.4679215547512,NA,NA
"LBN","Lebanon","Lebanon",-13.7407677280229,-22.302337030605,NA,NA
"LBR","Liberia","Liberia",-89.4218085712151,-89.8680072584704,572442.211973474,910049.1875
"LBY","Libya","Libya",-15.151998853881,-18.3455418451858,NA,NA
"LCA","Saint Lucia","Saint Lucia",-4.23319291833564,-50.1474431286959,NA,NA
"LKA","Sri Lanka","Sri Lanka",1.04354095106024,-20.9550082327432,2937903.49008659,NA
"LTU","Lithuania","Lithuania",-0.108638814455985,-31.2944715800139,NA,NA
"LVA","Latvia","Latvia",3.58116776435912,-13.0231430223073,NA,NA
"MAR","Morocco","Morocco",7.75643078147821,3.33463576587555,3913963.10043223,NA
"MAR","Morocco","Western Sahara",7.50281844282045,5.85736767797356,3913963.10043223,NA
"MCO","Monaco","Monaco",-0.180817209001698,-9.63925340740722,NA,NA
"MDG","Madagascar","Madagascar",2.72276609752907,-9.3884937829346,6573910.98831511,2738660
"MDV","Maldives","Maldives",0.106032634698073,-75.7985745145072,NA,NA
"MEX","Mexico","Mexico",-39.330100618011,-63.1562422282172,17297955.4771496,NA
"MHL","Marshall Islands","Marshall Islands",1.22324634175,-6.49848302692387,NA,NA
"MLT","Malta","Malta",-17.11362212423,-19.3423966634404,NA,NA
"MMR","Myanmar","Myanmar",0.772251773487731,-25.7052102658149,23780606.6474861,NA
"MNE","Montenegro","Montenegro",0.910347063282378,-29.1357786100778,NA,NA
"MOZ","Mozambique","Mozambique",-0.538147710691954,-5.86254873267349,7653983.91731212,32212416.25
"MRT","Mauritania","Mauritania",-3.39116219635822,-18.0946119508358,6519843.51181324,NA
"MUS","Mauritius","Mauritius",3.70794234350234,3.0211598126138,NA,NA
"MYS","Malaysia","Malaysia",-7.40825070623097,-81.1069617955663,13396553.3125551,NA
"NAM","Namibia","Namibia",11.5170449244118,-0.175943985028149,3929207.74661066,NA
"NGA","Nigeria","Nigeria",-91.8527174121559,-92.1679545787281,NA,2789838.6875
"NIC","Nicaragua","Nicaragua",-30.1899738023408,-55.7800869119737,1714000.85355057,10985481.375
"NLD","Netherlands","Aruba",-0.0410548976801235,-4.76562577966804,NA,NA
"NLD","Netherlands","Bonaire",-0.045741521216422,-5.74506538044465,NA,NA
"NLD","Netherlands","Curaçao",-0.0386156601051242,-5.26237792844518,NA,NA
"NLD","Netherlands","Netherlands",-5.14053043513243,-12.6097362865119,NA,NA
"NLD","Netherlands","Saba",-0.20208075006165,-39.9546957962771,NA,NA
"NLD","Netherlands","Sint-Eustasius",-0.162028361282241,-35.9685270088765,NA,NA
"NLD","Netherlands","Sint-Maarten",-0.223994931293251,-42.3334167400868,NA,NA
"NOR","Norway","Bouvet Island",8.81964485726919,17.2604004474408,NA,NA
"NOR","Norway","Jan Mayen",3.67965387764584,3.46108748532636,NA,NA
"NOR","Norway","Norway",17.8659697276287,18.5802576775639,NA,NA
"NOR","Norway","Svalbard",37.5356103001177,52.8796712088883,NA,NA
"NRU","Nauru","Nauru",-0.00021529441581098,-0.260535887249111,NA,NA
"NZL","New Zealand","Cook Islands",-0.371741243200742,-0.578467010551563,NA,NA
"NZL","New Zealand","New Zealand",6.84373784271922,8.00447573907031,NA,NA
"NZL","New Zealand","Niue",1.02218979584829,0.9461063781163,NA,NA
"NZL","New Zealand","Tokelau",-2.0447987573971,-17.5660379248253,NA,NA
"OMN","Oman","Oman",-14.4560003397889,-19.1816790598742,9814130.78421369,NA
"PAK","Pakistan","Pakistan",-0.276311681721338,-26.4200759204849,5599395.65908864,NA
"PAN","Panama","Panama",-55.8357751228616,-65.3596857800609,2359209.42947112,NA
"PER","Peru","Peru",-34.2159774406173,-65.5122127931502,9912516.60339574,NA
"PHL","Philippines","Philippines",-31.7541643240021,-55.315705602129,1999986.15717088,3355063.4375
"PLW","Palau","Palau",2.5444734476079,-57.8024896214646,NA,NA
"PNG","Papua New Guinea","Papua New Guinea",6.44808001070218,-15.8706176987177,11249448.5047787,935923.8125
"POL","Poland","Poland",-8.58742054597038,-27.1683901131102,NA,NA
"PRK","North Korea","North Korea",12.7047926887183,1.51414826639209,93096.5581866278,NA
"PRT","Portugal","Azores",26.4543601990877,26.1843416748003,NA,NA
"PRT","Portugal","Madeira",66.0041132383781,25.9103237121957,NA,NA
"PRT","Portugal","Portugal",9.1214534041914,8.41917651964226,NA,NA
"QAT","Qatar","Qatar",-99.9945002576864,-99.9999322592074,61048.9754908624,NA
"ROU","Romania","Romania",12.32872107973,-1.27683835269164,NA,NA
"RUS","Russia","Russia",9.49862562338003,9.32713271470082,202492.511254219,NA
"SAU","Saudi Arabia","Saudi Arabia",-40.2317865907158,-87.5402004535746,2361.32850869802,NA
"SDN","Sudan","Sudan",-65.6260076532001,-99.996456713752,NA,NA
"SEN","Senegal","Senegal",-85.5474139161435,-90.6829407952837,4235723.7659455,1824947.5125
"SGP","Singapore","Singapore",-63.025609546703,-99.9758205814969,NA,NA
"SLB","Solomon Islands","Solomon Islands",3.20897611594946,-34.0948866466632,NA,NA
"SLE","Sierra Leone","Sierra Leone",-88.8718524614565,-88.9697590397538,6149890.11733411,4672896.625
"SLV","El Salvador","El Salvador",-64.950985816615,-65.7985164731643,673622.494815591,NA
"SOM","Somalia","Somalia",1.42658035146053,-4.44533620672983,125891.165293626,961356.875
"STP","Sao Tome and Principe","Sao Tome and Principe",-86.8674645070325,-96.2032555151377,NA,NA
"SUR","Suriname","Suriname",-0.127044230338702,-10.9696615747268,11509747.2437893,NA
"SVN","Slovenia","Slovenia",-0.182241635827759,-6.98482330268455,NA,NA
"SWE","Sweden","Sweden",8.06850832460005,5.37424811423622,NA,NA
"SYC","Seychelles","Seychelles",8.55395451030061,-28.9255309772588,NA,NA
"SYR","Syria","Syria",-14.6537442682307,-17.0518716508951,NA,NA
"TGO","Togo","Togo",-89.9531991667135,-91.2462661875829,NA,NA
"THA","Thailand","Thailand",-6.25084352158084,-99.0774492490115,6472537.61798738,NA
"TLS","East Timor","East Timor",4.77370510337866,-90.2505957743699,NA,NA
"TLS","East Timor","Oecussi Ambeno",4.14036762009647,-79.2249760595749,NA,NA
"TON","Tonga","Tonga",8.85989500101152,7.44167530246955,NA,NA
"TTO","Trinidad and Tobago","Trinidad and Tobago",-1.59351728177364,-32.7598501034436,2865804.78954096,NA
"TUN","Tunisia","Tunisia",-15.5800687045566,-36.5378212135177,11202.2524705208,NA
"TUR","Turkey","Turkey",1.23988821993475,-6.93712513118675,13206.2669290992,NA
"TUV","Tuvalu","Tuvalu",3.84779909767797,-25.9564840213098,NA,NA
"TWN","Taiwan","Taiwan",-45.5064941635917,-55.2560518146073,NA,NA
"TZA","Tanzania","Tanzania",0.259979589960559,-0.261034940892333,607801.284629911,1852966.0625
"UKR","Ukraine","Ukraine",16.3175603279705,14.029492875286,NA,NA
"URY","Uruguay","Uruguay",-14.5577280780159,-19.5829746029948,NA,NA
"USA","United States","Alaska",5.01297463974243,5.24861561802514,NA,NA
"USA","United States","American Samoa",-0.861035335677545,-1.03684999691436,NA,NA
"USA","United States","Hawaii",1.50855254288214,0.996510609594282,NA,NA
"USA","United States","Howland Island and Baker Island",0.0128648811816064,-0.119761081956945,NA,NA
"USA","United States","Jarvis Island",-0.144542528251947,-2.04719298557224,NA,NA
"USA","United States","Johnston Atoll",0.154915843121843,-0.160931361605859,NA,NA
"USA","United States","Northern Mariana Islands and Guam",1.44029650642836,0.0320841987357575,NA,NA
"USA","United States","Palmyra Atoll",-2.81024690931982,-2.96155360723772,NA,NA
"USA","United States","Puerto Rico of the United States",-4.08658045477438,-43.2752326518119,NA,NA
"USA","United States","United States",-26.0330124762426,-38.0925053060315,NA,NA
"USA","United States","Virgin Islands of the United States",-2.31419203493485,-40.6666675865326,NA,NA
"USA","United States","Wake Island",0.44399586909253,0.136568136318272,NA,NA
"VCT","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines",-4.04668597757038,-46.8653944598012,NA,NA
"VEN","Venezuela","Venezuela",-0.711755179473379,-10.4421252386175,23026050.7880462,NA
"VNM","Vietnam","Vietnam",0.895021586816538,-33.3921460051097,15187868.8018856,1514919.9375
"VUT","Vanuatu","Vanuatu",4.677052578747,2.53701028607935,NA,NA
"WSM","Samoa","Samoa",-3.6528191277316,-3.89906315096586,NA,NA
"YEM","Yemen","Yemen",0.518985100070805,-41.7519006581633,336707.219550236,NA
"ZAF","South Africa","Prince Edward Islands",27.2647758839644,71.2271689342213,1047071.25668802,NA
"ZAF","South Africa","South Africa",11.4648012369268,4.50562741769638,1047071.25668802,NA
