"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","b1","b2","c1","c2","p1","p2","msy_tot1","msy_tot2","bbmsy_avg1","bbmsy_avg2","bbmsy_prop1","bbmsy_prop2","b_pdiff","c_pdiff","p_pdiff","bbmsy_prop_diff","msy_pdiff"
"RCP 8.5","Full Adaptation","Full","NZL","New Zealand","Niue",56574.3041596073,72015.2356903271,7822.86908195327,7611.03658985538,8540558.03658531,8719803.91251123,7727.68333781477,7800.79544275446,1.07511350097849,1.49211405384978,0.692045454545455,0.994318181818182,20.4331999666938,4.68508375214236,23.8602095398279,0.514772727272727,0.9461063781163
"RCP 6.0","Full Adaptation","Full","NZL","New Zealand","Tokelau",69286.3377668041,76513.9892824891,8368.66584626921,8431.8876494162,9650056.42532915,9751450.59095222,8827.4658246963,8646.96191320326,1.05797977656184,1.20794960741046,0.665625,0.989517543859649,7.68960476315262,6.28216307180847,38.1114486516842,0.518684210526316,-2.0447987573971
"RCP 8.5","Full Adaptation","Full","NZL","New Zealand","Tokelau",69176.1085280121,75181.8166539419,8367.52149944425,7111.27213526734,9647618.31801862,8230445.82879552,8827.52943183692,7276.88226401533,1.0554082100986,1.51036596166471,0.663541666666667,0.994736842105263,6.50795045588727,-12.0389948802572,11.2604017550847,0.525986842105263,-17.5660379248253
"RCP 6.0","Full Adaptation","Full","OMN","Oman","Oman",2857126.02419814,2546342.95047191,250309.439827007,156520.279465896,157613424.597691,112975886.791109,188348.872106468,161121.158514768,1.06676345341415,1.23234816190162,0.670374331550802,0.986388317564788,-17.7815380293544,-38.4697565079239,-17.6857004831195,0.549407651172357,-14.4560003397889
"RCP 8.5","Full Adaptation","Full","OMN","Oman","Oman",2860111.65064386,4430910.82897875,250657.567864042,122292.997716625,157731325.134972,101948079.975322,189208.874890724,152915.435756386,1.06095040442713,1.67289776389192,0.65972850678733,0.993198272315919,47.8374217216867,-55.3171549600271,-28.6449434438892,0.558356643356643,-19.1816790598742
"RCP 6.0","Full Adaptation","Full","PAK","Pakistan","Pakistan",2014808.29313752,2099023.96784118,173269.083280685,123245.27668187,99101947.6598929,81511851.1871193,127174.822062481,126823.423172914,1.06993796685275,1.22618557210163,0.675704306480667,0.98626366721126,-2.6943965361456,-33.2945096418815,-8.78888588145432,0.543282178747806,-0.276311681721338
"RCP 8.5","Full Adaptation","Full","PAK","Pakistan","Pakistan",2057497.59836081,2580203.42370333,176370.853275571,82344.9948027582,100833668.045539,69113358.257408,130209.834540139,95808.2973986961,1.06451823409978,1.66956652570771,0.665868994287054,0.993163080843152,20.5043602575572,-58.9843139755906,-26.5872483618922,0.551942677530565,-26.4200759204849
"RCP 6.0","Full Adaptation","Full","PAN","Panama","Panama",1934804.41569867,851675.07762581,128916.464909815,43368.831338415,135602170.315777,42343923.2997657,104383.958721349,46100.366265356,1.03438535326211,1.42312375674608,0.629468599033816,0.994840887393829,-59.3482164371598,-64.4807636334947,-65.3205576508265,0.59435779560639,-55.8357751228616
"RCP 8.5","Full Adaptation","Full","PAN","Panama","Panama",1927823.92226388,702849.230323955,129306.722667913,36288.3246011787,135741285.890358,27864732.8984146,105606.744603778,36582.5081681973,1.02626360297654,1.90685998057428,0.614975845410628,0.997030398101147,-66.7448736087166,-67.693039234699,-74.9061576204772,0.600412040613224,-65.3596857800609
"RCP 6.0","Full Adaptation","Full","PER","Peru","Peru",7559938.83704814,8846444.20206328,2246896.11033345,1355201.64224242,2557124744.42196,1407065292.07272,2223718.21980228,1462851.29537183,1.0308577621415,1.36671538651155,0.626016260162602,0.975367869381173,10.6188808501337,-38.4172409406117,-41.2622254309618,0.516018275885238,-34.2159774406173
"RCP 8.5","Full Adaptation","Full","PER","Peru","Peru",7613564.6166181,8149516.24372144,2264793.58356341,685085.582450388,2578013394.97218,657713067.682784,2247706.73119863,775184.314489823,1.02282659791715,1.62494374643332,0.613821138211382,0.971397776977363,0.382816107460826,-68.7544754274724,-72.539890634597,0.514487207871672,-65.5122127931502
"RCP 6.0","Full Adaptation","Full","PHL","Philippines","Philippines",14715729.7076233,10674633.8399594,952714.534136996,625475.954683795,983102571.131461,641099346.135816,935135.675186658,638191.15623552,1.06282540767819,1.22432046807227,0.663195928113611,0.98615491487027,-28.0596314314672,-37.5849077516374,-33.6950421161963,0.540876124706473,-31.7541643240021
"RCP 8.5","Full Adaptation","Full","PHL","Philippines","Philippines",14876913.1217569,9754171.88306014,971631.230404263,421503.686648782,999888529.137625,435153070.583853,961464.910576023,429623.811174018,1.05739771877486,1.75664968196818,0.652664320723891,0.995712350417702,-35.7643794548458,-57.3011111099184,-51.3721857887374,0.550892275850235,-55.315705602129
"RCP 6.0","Full Adaptation","Full","PLW","Palau","Palau",719570.094844689,785267.171547747,70772.9794092046,58340.8773529087,78725245.5708001,66970127.6734252,58237.6426328279,59719.483986133,1.0631009305957,1.2220301794195,0.656345177664975,0.99492385786802,-4.13781786546627,-0.43905827547891,1.26912530247754,0.554314720812183,2.5444734476079
"RCP 8.5","Full Adaptation","Full","PLW","Palau","Palau",782541.464855155,409159.794780765,71543.6842536503,25720.6726539082,79516055.096983,28498867.0155911,61719.9914953919,26044.2998168991,1.05745635243134,1.6902350795828,0.648246423627134,0.997346308310164,-54.6060023718935,-53.0666881105377,-49.9862517433728,0.560716046299191,-57.8024896214646
"RCP 6.0","Full Adaptation","Full","PNG","Papua New Guinea","Papua New Guinea",6499752.69559749,8858428.97158482,496273.20808417,538148.263623581,619124731.941396,553459505.284329,517285.583039593,550640.571317813,1.05390161216076,1.21716270993086,0.652455923898097,0.985074626865672,28.9913651927216,19.2069132410902,10.7701833742796,0.550818707967699,6.44808001070218
"RCP 8.5","Full Adaptation","Full","PNG","Papua New Guinea","Papua New Guinea",6571307.91070266,9446131.50952822,496645.028421871,429068.781238722,619636618.168194,438588804.531082,526385.536547843,442844.900420991,1.04831597053515,1.7089476562499,0.639422566968115,0.989908494671544,33.1930703540324,-0.58798733031121,4.94873571064374,0.557451101832782,-15.8706176987177
"RCP 6.0","Full Adaptation","Full","POL","Poland","Poland",295693.221054472,353025.600967456,39620.6180105495,42031.1422051477,30694855.2183997,42752127.023087,47158.615140829,43108.9065350304,1.04099653985533,1.27150644075839,0.657894736842105,1,34.4118694917975,-4.78782668649055,39.162921310576,0.519736842105263,-8.58742054597038
"RCP 8.5","Full Adaptation","Full","POL","Poland","Poland",294615.83014215,341325.9082378,39611.1355123205,33225.9404807865,30717507.7942005,40708619.5983844,47182.4004571555,34363.7018362256,1.03601679066411,1.37950403776437,0.656578947368421,1,35.2474667403277,-27.5805991669429,38.3827195954069,0.526315789473684,-27.1683901131102
"RCP 6.0","Full Adaptation","Full","PRK","North Korea","North Korea",1765629.31637133,2696387.05458808,99485.6117864651,131404.765120925,125991341.77819,133535675.002285,127190.07565744,143349.311090342,1.10348924143648,1.24477616846837,0.738668803656564,0.977426520847573,59.9482795662326,6.18622886298117,2.82998575799821,0.402805038698552,12.7047926887183
"RCP 8.5","Full Adaptation","Full","PRK","North Korea","North Korea",1757288.31185751,3105223.59916918,99507.3082225132,103637.717999956,126145079.402707,111329723.210132,127449.131171161,129378.899981321,1.09482706110361,1.51986424575869,0.730100472011744,0.981303503746552,85.1095115734523,-17.6801241197933,-13.6163457884013,0.411082268364788,1.51414826639209
"RCP 6.0","Full Adaptation","Full","PRT","Portugal","Azores",1743195.36452293,3043056.20677799,146089.770992145,251908.42149238,101036096.207963,142221371.218529,203927.76932142,257875.555963673,1.02865402067896,1.28019085165854,0.65,0.981481481481482,77.8294459419788,74.2048174155471,53.7364589221374,0.538888888888889,26.4543601990877
"RCP 8.5","Full Adaptation","Full","PRT","Portugal","Azores",1734768.96882337,3183921.46334551,146017.715893198,249523.553251156,100977449.712406,139574120.472504,204019.400728716,257440.537698403,1.02526287281609,1.47287593274933,0.649382716049383,0.984448757763975,87.7713974856638,67.5318462692461,46.246309934815,0.547411720726938,26.1843416748003
"RCP 6.0","Full Adaptation","Full","PRT","Portugal","Madeira",458701.891086947,1086455.09972034,50923.3000514292,95006.3981078552,37568951.4593552,53059122.5781124,58680.1062553573,97411.3900365439,1.05609944656947,1.32116090439012,0.683730155711025,0.984848484848485,126.554387709889,106.704894859627,62.5361823979608,0.520778170874094,66.0041132383781
"RCP 8.5","Full Adaptation","Full","PRT","Portugal","Madeira",472604.772976504,872888.709888929,50911.8474382256,74835.1050145881,37583523.9521497,45884233.0326655,61599.245107228,77559.8089187797,1.05525496058301,1.50518797574443,0.68909881085693,0.986842105263158,81.7545433094226,53.1850981725043,34.40569537693,0.525140540476487,25.9103237121957
"RCP 6.0","Full Adaptation","Full","PRT","Portugal","Portugal",1546778.67164642,2578510.38528063,122042.487995188,201707.594798646,86039525.4730392,116293523.069808,190665.925127543,208057.428645722,1.04620930032541,1.31901113026964,0.668369379737291,0.986654761904762,75.0123780355425,50.866327977939,49.0073373332476,0.522833613799238,9.1214534041914
"RCP 8.5","Full Adaptation","Full","PRT","Portugal","Portugal",1535662.92658356,2690380.50973902,121892.815827852,197964.574332023,85865785.3705338,113099866.417812,190593.563643835,206639.972202086,1.04343913650341,1.51344851684514,0.669162962815985,0.988884920634921,84.9933804072538,43.0618290414803,38.8822421901519,0.531577002378527,8.41917651964226
"RCP 6.0","Full Adaptation","Full","QAT","Qatar","Qatar",118221.869386179,6.32734058998685,12804.5574706445,0.479775738763963,10039506.0567337,392.551950068086,9090.98755142961,0.499980889090145,1.07639543682513,1.22018934638395,0.671917808219178,0.994646006550769,-99.9955358434936,-99.994849531111,-99.9947985629415,0.583687102441179,-99.9945002576864
"RCP 8.5","Full Adaptation","Full","QAT","Qatar","Qatar",131684.462652444,0.132697680549614,14579.5384757969,0.00652647152167991,11508796.6206385,5.16904571199345,10514.0448591588,0.00712229731651063,1.06993420144864,1.65595525191006,0.662158699096077,1,-99.999903213031,-99.9999607990187,-99.9999566047631,0.59272642785363,-99.9999322592074
"RCP 6.0","Full Adaptation","Full","ROU","Romania","Romania",191836.442358602,428135.032574482,10929.5333378436,33642.8873722295,8500493.4077991,16610118.7863492,30726.8719163056,34515.1022513928,1.04379938064841,1.32158346249773,0.664705882352941,1,170.692005786217,96.762067976294,126.301094919918,0.512941176470588,12.32872107973
"RCP 8.5","Full Adaptation","Full","ROU","Romania","Romania",197965.935661453,396233.714042009,12354.9851885657,31034.6366835881,9181852.01744258,14520664.723206,32206.2208069311,31794.9994277156,1.04020258191532,1.51152277938957,0.664705882352941,1,143.597472195222,60.8526134208315,66.7052596347109,0.515294117647059,-1.27683835269164
"RCP 6.0","Full Adaptation","Full","RUS","Russia","Russia",40205198.6707008,64768513.3185201,1980364.2805881,3912490.84538877,2750434109.22659,4251490645.27074,3685928.17785462,4036040.6962157,1.07032216472146,1.26500634695943,0.698791013085158,0.982142857142857,75.0659511743413,50.611466005961,89.8830125181726,0.442653007287512,9.49862562338003
"RCP 8.5","Full Adaptation","Full","RUS","Russia","Russia",40544921.263494,67784420.8249637,2012286.27999714,3931072.74184465,2799623991.94177,4313867874.98673,3733829.11603415,4082088.3130268,1.06277264906286,1.41366313647033,0.69267994551903,0.981434599156118,83.66222846555,43.9017293213025,85.3434623934071,0.447418535681574,9.32713271470082
"RCP 6.0","Full Adaptation","Full","SAU","Saudi Arabia","Saudi Arabia",687991.602055083,452799.088040541,68424.7073850868,32162.2401379373,68497762.6048918,34192163.433272,55320.1901669021,33063.8893173759,1.06687569617891,1.24091071544086,0.668527918781726,0.989753947574272,-43.3271600709694,-39.040651512778,-33.1286529911807,0.566911307980363,-40.2317865907158
"RCP 8.5","Full Adaptation","Full","SAU","Saudi Arabia","Saudi Arabia",713893.722362187,121952.648531355,69888.9821578104,6907.95850193292,69744312.2445546,7366766.80799207,57590.8363809626,7175.70277017778,1.0599380526729,1.64962571663966,0.653366311374235,0.998,-85.3602773764727,-87.0553277124029,-85.2000634413557,0.577518635657053,-87.5402004535746
"RCP 6.0","Full Adaptation","Full","SDN","Sudan","Sudan",239442.439101254,95664.4715421893,24554.7285658215,6552.25242920684,23990098.3795141,7635783.39631675,19587.8920470137,6733.14051313993,1.05725433633015,1.23151123290927,0.649924304982108,0.99766081871345,-66.0960312699173,-64.005969840759,-54.8580862074273,0.593363406106789,-65.6260076532001
"RCP 8.5","Full Adaptation","Full","SDN","Sudan","Sudan",246395.918531701,13.1079614616408,24632.4021775018,0.690954396442303,24299350.418552,746.462066669546,20476.2867682429,0.725533453155401,1.0510551354458,1.6952195054379,0.636201730589029,1,-99.9955340174495,-99.9959020544572,-99.994986032358,0.600494980571009,-99.996456713752
"RCP 6.0","Full Adaptation","Full","SEN","Senegal","Senegal",532941.319790638,148342.3002856,54845.120233089,12605.9829496764,36220911.2054242,9940426.44812603,95876.6761862001,13856.659160151,1.06234572778554,1.4231447671393,0.691927759269388,0.983450223034991,-67.8668864806683,-79.0427116195543,-59.8303896021364,0.509633447804189,-85.5474139161435
"RCP 8.5","Full Adaptation","Full","SEN","Senegal","Senegal",528071.222119273,89276.4839177427,54362.3970705227,8549.20371577456,35973623.5550002,7494258.34267471,95306.2162283307,8879.73659176851,1.05596999089351,1.54269022943171,0.689115806234871,0.983569361308753,-80.3721725527018,-85.9635152633674,-71.2674561527866,0.518733915629934,-90.6829407952837
"RCP 6.0","Full Adaptation","Full","SGP","Singapore","Singapore",7467.38470205512,2933.48119560077,497.534537332678,182.041340687721,589337.58917445,189316.839756894,504.226039886955,186.434504755,1.05870785328615,1.21993961371179,0.647058823529412,0.988860086407444,-62.6927822363815,-61.3075918267899,-64.4999482507421,0.566400193359316,-63.025609546703
"RCP 8.5","Full Adaptation","Full","SGP","Singapore","Singapore",7394.59103767032,3.06063038178702,497.041124701726,0.119948789863988,588615.317573201,117.103503901672,504.099796353117,0.121888399433544,1.05342652871762,3.86170216291774,0.63475935828877,1,-99.9618149081882,-99.9716272908839,-99.9735331970517,0.577540106951872,-99.9758205814969
"RCP 6.0","Full Adaptation","Full","SLB","Solomon Islands","Solomon Islands",2230047.96235342,2818252.77617395,198451.222823622,193267.311039945,226540391.299091,194433198.688787,191915.871252843,198074.405724063,1.05564372425843,1.216509052098,0.647953216374269,0.988262813897489,13.4125622686881,23.4736858733053,17.0308114001503,0.56077743378053,3.20897611594946
"RCP 8.5","Full Adaptation","Full","SLB","Solomon Islands","Solomon Islands",2242294.8050062,2173514.875177,198530.621827804,125418.273812178,226497484.539413,115810054.153639,193313.637684097,127403.572043163,1.05164172283445,1.61596347514572,0.636842105263158,0.997019639162159,-14.087759736984,-19.5990843459376,-19.1780985750338,0.570703849688475,-34.0948866466632
"RCP 6.0","Full Adaptation","Full","SLE","Sierra Leone","Sierra Leone",766598.205583445,87986.7534693412,67177.2587581435,9744.58509898955,44793676.8361839,8180665.57324651,89918.5868759104,10006.2730121247,1.0547169606384,1.43707208608142,0.676223776223776,0.98799682197805,-87.8112780635593,-86.2546422895089,-76.7772538744825,0.542542276523505,-88.8718524614565
"RCP 8.5","Full Adaptation","Full","SLE","Sierra Leone","Sierra Leone",753180.700094436,98315.7325650526,66722.0928145846,9556.652141829,44101245.8560345,8040843.59646946,90012.6801897518,9928.61551970544,1.04798422275044,1.54555435744519,0.673025495631129,0.995446814330603,-86.0224191309026,-86.8626881051581,-78.0385185192654,0.562989060816511,-88.9697590397538
"RCP 6.0","Full Adaptation","Full","SLV","El Salvador","El Salvador",639992.20134971,203140.21255357,42756.517475901,11571.4619084108,45067255.8076079,8694492.63254252,33667.2954626062,11800.055161851,1.02527794917812,1.27832855684332,0.622165318957772,0.982132135150711,-70.9289723504872,-71.3841133972123,-77.7568626567575,0.547702665249543,-64.950985816615
"RCP 8.5","Full Adaptation","Full","SLV","El Salvador","El Salvador",628311.883921814,256766.33496683,42465.8257727462,11633.9071448176,44751397.106007,8535269.50053579,33669.1623505419,11515.3530149442,1.01668934897191,1.59875845329979,0.60952380952381,0.991144901610018,-63.2304287714919,-67.4847344966095,-74.8097072609433,0.56352585399097,-65.7985164731643
"RCP 6.0","Full Adaptation","Full","SOM","Somalia","Somalia",2473997.80642879,2951911.71207122,194878.609296782,186040.104464525,179996583.29063,165554967.84829,188307.222096173,190993.575926978,1.0636348144748,1.24300199660264,0.664414414414414,0.986474257062492,8.84146906300967,6.54950304490126,12.9553778289875,0.55449227508051,1.42658035146053
"RCP 8.5","Full Adaptation","Full","SOM","Somalia","Somalia",2439411.79570362,3707818.58457793,193854.047969701,174811.915601827,179323132.060707,156960493.416573,187330.6273832,179003.15117784,1.05752846907316,1.67446423136046,0.652702702702703,0.993243243243243,43.2470068466238,-7.11456385026048,6.12097127614471,0.564414414414414,-4.44533620672983
"RCP 6.0","Full Adaptation","Full","STP","Sao Tome and Principe","Sao Tome and Principe",450827.02248295,47500.8528408917,34024.1941524797,5509.23922549851,22235415.6890479,4808560.47545509,43054.5677866293,5654.15639592286,1.05215463965357,1.55203560098435,0.667464022384235,0.977527170830213,-88.2332249445825,-86.2336039772264,-74.8398434376177,0.537704951087781,-86.8674645070325
"RCP 8.5","Full Adaptation","Full","STP","Sao Tome and Principe","Sao Tome and Principe",332007.979935871,12625.4928396684,31946.7861776636,1361.5718459216,20896321.2682459,1185686.88752588,36812.0293833532,1397.65869537835,1.0456892973013,1.74795736115922,0.664240864810613,0.990688819660782,-95.9876918414779,-95.9403815309368,-93.1245893303925,0.563660741023474,-96.2032555151377
"RCP 6.0","Full Adaptation","Full","SUR","Suriname","Suriname",388280.437025184,577875.897725619,24469.9089591706,24270.9072984877,25825241.7458493,36561334.3164281,25629.5145972213,25596.9537776617,1.03570888053323,1.4563828044696,0.646308724832215,0.986577181208054,43.0130621441542,11.0223150265545,38.382823892747,0.576510067114094,-0.127044230338702
"RCP 8.5","Full Adaptation","Full","SUR","Suriname","Suriname",384685.134146786,631240.204677539,24451.5769221005,18681.5590084256,25806452.8547966,24869844.6287513,25636.4330091602,22824.2030682238,1.0283687644476,2.36537129828601,0.631543624161074,0.989451180503812,56.5095148598828,-16.0594082047179,-10.7100223332724,0.584753193926631,-10.9696615747268
"RCP 6.0","Full Adaptation","Full","SVN","Slovenia","Slovenia",2482.06315035472,4075.74141303383,204.844170286168,319.342226071238,135566.18804458,178758.545156073,330.34626949604,329.744241050615,1.06524247777254,1.32579272489316,0.673584905660377,0.987421383647799,73.3902518422898,37.900206359998,46.5611219527289,0.486792452830189,-0.182241635827759
"RCP 8.5","Full Adaptation","Full","SVN","Slovenia","Slovenia",2462.19211421993,3817.24481371947,204.648729403059,296.967681254737,135443.802782066,159095.925544603,330.381930932505,307.305336832872,1.06206924507821,1.4953028198019,0.674842767295597,0.989620378875836,63.6838570330575,25.2292231899915,24.7359232136845,0.494651825416716,-6.98482330268455
"RCP 6.0","Full Adaptation","Full","SWE","Sweden","Sweden",1087495.02039507,1439978.66104566,146676.416360193,183450.348973395,100137557.660376,150981019.038074,174174.732039393,188228.034793341,1.04503704899675,1.26243753052701,0.649090416901549,0.978323428213951,48.8145241109058,11.3751353475264,49.1769815697813,0.487032994552483,8.06850832460005
"RCP 8.5","Full Adaptation","Full","SWE","Sweden","Sweden",1096825.87272581,1507057.12455443,148721.798567813,179859.456045341,102292831.278372,159806818.169742,176439.678266794,185921.984348812,1.03961040887318,1.38345013439003,0.64652543432071,0.988145231846019,59.4244564376008,4.1573405003672,61.9637981080224,0.519028871391076,5.37424811423622
"RCP 6.0","Full Adaptation","Full","SYC","Seychelles","Seychelles",2017152.53583445,2659095.84847602,164084.131266017,175227.474596865,168172214.801387,175895934.50426,165172.236211149,179300.994160297,1.06429135168868,1.21206190208055,0.660952380952381,0.985673274094327,22.6933045415185,25.9895480948587,38.1380451590414,0.551863750284803,8.55395451030061
"RCP 8.5","Full Adaptation","Full","SYC","Seychelles","Seychelles",2084327.62600538,2249801.70991619,165318.766223953,119202.355282779,169318373.561302,121115056.356515,169764.875013528,120659.483502986,1.0592081199841,1.64664849648368,0.65,0.993220096281019,0.534149196725254,-18.1184094096426,-8.36034644910912,0.558458191519115,-28.9255309772588
"RCP 6.0","Full Adaptation","Full","SYR","Syria","Syria",87122.4657156499,148337.702982695,5709.2919875168,10117.9192940852,4109577.97807237,4970831.31900238,12150.0685521202,10369.6285780778,1.06615709671072,1.29104950469424,0.681402877697842,0.984010174409554,83.1862053767206,46.2627124420991,65.6331139910645,0.505094449846348,-14.6537442682307
"RCP 8.5","Full Adaptation","Full","SYR","Syria","Syria",86706.0547009965,150573.108086886,5720.19697745824,9864.32350149531,4120442.01793114,4663887.55863675,12170.1075582181,10094.8764376148,1.06340187143085,1.47504054683908,0.68273381294964,0.990225224072795,88.5496108963249,35.3535639438212,41.4450974149542,0.514685655727471,-17.0518716508951
"RCP 6.0","Full Adaptation","Full","TGO","Togo","Togo",93513.7923667655,8955.06960125046,8219.16253426305,981.289069726227,5388280.42361079,822801.614786524,10030.1237269937,1007.70655418327,1.05860969687129,1.38319144232245,0.680123348873349,0.975784569217405,-89.6995012694802,-88.6307308352464,-81.3090637812736,0.525046418479254,-89.9531991667135
"RCP 8.5","Full Adaptation","Full","TGO","Togo","Togo",93775.7319588038,10055.637770378,7918.98753185122,964.960067914548,5124398.98893998,811648.065241752,11453.8871279904,1002.64279035899,1.05050858561338,1.6044581171054,0.675201482914249,0.982496120877962,-88.1388408578313,-89.0263608526895,-80.059828283152,0.546405158058276,-91.2462661875829
"RCP 6.0","Full Adaptation","Full","THA","Thailand","Thailand",2540182.75522934,2729229.39997814,173789.663766104,159131.705916153,200005207.12967,161380206.629498,173457.731667752,162615.160285118,1.06432630808352,1.21733041987145,0.656783865432903,0.990437649583067,1.74503638863254,-2.57258133844577,-11.111824725499,0.551475026486893,-6.25084352158084
"RCP 8.5","Full Adaptation","Full","THA","Thailand","Thailand",2577808.46775269,38831.383584045,177207.584221194,1611.07381479197,202771027.366432,1521589.55859795,178513.06880129,1646.87365683901,1.05927156169415,2.79441429627327,0.646527729673519,1,-98.6089266457682,-98.9574022487167,-99.0240830566516,0.562168789061532,-99.0774492490115
"RCP 6.0","Full Adaptation","Full","TLS","East Timor","East Timor",338640.72040525,427690.323070922,21359.8818739117,24458.3008229023,25414324.325035,25100526.1276186,23848.1955490104,24986.6380769972,1.06116762449659,1.22055550654808,0.651824870635199,0.990757808499744,22.3743464350923,20.6854874229664,11.5685106364885,0.55975991523263,4.77370510337866
"RCP 8.5","Full Adaptation","Full","TLS","East Timor","East Timor",335384.804349648,50019.4608185518,21351.8404373447,2341.81609870913,25399528.5196973,2270181.51450738,23852.7481447695,2325.50083555507,1.05764310132851,1.91215158909274,0.642913494528395,0.997765363128492,-85.7675013433746,-88.22572027675,-88.6200075117541,0.565368103210058,-90.2505957743699
"RCP 6.0","Full Adaptation","Full","TLS","East Timor","Oecussi Ambeno",19402.6202364072,24118.9467242943,1244.01263397952,1378.15809643093,1500051.08119857,1427935.73899618,1352.47156029607,1408.46885484959,1.06319365122001,1.22083681527274,0.654840314137378,0.990710554066346,19.7875683951748,17.6816680328015,7.09231183619834,0.556221362187222,4.14036762009647
"RCP 8.5","Full Adaptation","Full","TLS","East Timor","Oecussi Ambeno",19202.3262272546,6053.21655732363,1242.07835520424,282.294103476502,1493797.2029489,273970.962851702,1351.12732277356,280.697024771833,1.06084400281367,1.91491085521947,0.648135413911664,0.997474747474747,-70.153050727684,-75.1575480363484,-76.2841696307948,0.562945642620332,-79.2249760595749
"RCP 6.0","Full Adaptation","Full","TON","Tonga","Tonga",524223.171181213,812756.252187593,33887.568395626,49679.2509676535,50245824.578768,58149967.9862876,46715.5625986313,50854.5123940018,1.05059656478637,1.21913043604198,0.63243400621118,0.993725970988285,65.7259245110676,21.4728625105387,52.3095170848136,0.550127368503813,8.85989500101152
"RCP 8.5","Full Adaptation","Full","TON","Tonga","Tonga",520057.604028784,1035358.72446803,33879.2375538624,49415.6776909683,50213016.9214296,56891403.345032,46674.2825092497,50147.6310633454,1.0472358375967,1.59778548575433,0.629941770186335,0.996827328789354,108.296665546391,26.4581161150548,70.9747793120278,0.553853726304882,7.44167530246955
"RCP 6.0","Full Adaptation","Full","TTO","Trinidad and Tobago","Trinidad and Tobago",201786.22994752,279126.143117953,14125.7282732015,13132.6189926413,14679112.7368503,19017506.1955203,13945.0790299142,13722.8617856155,1.03456173438391,1.45221623060435,0.642666666666667,0.986612975391499,28.9627090933524,14.605308524114,38.0945325988093,0.579279642058166,-1.59351728177364
"RCP 8.5","Full Adaptation","Full","TTO","Trinidad and Tobago","Trinidad and Tobago",200026.016140266,173756.623847274,14116.1096589985,8442.73605392634,14668815.6882884,9254913.60242511,13948.0288445458,9378.67550268749,1.02726381349978,2.35838475862949,0.628,0.989372231426119,-19.3059188331735,-29.2801886344203,-37.050367057451,0.587372231426119,-32.7598501034436
"RCP 6.0","Full Adaptation","Full","TUN","Tunisia","Tunisia",1227602.45367727,1603415.49627416,99545.3220349163,136401.163045773,63920714.1999476,64020560.5762305,165926.608507759,140075.128903109,1.0538698220706,1.30648163224386,0.668108108108108,0.980541047471643,38.7136940817588,19.165344588878,11.0906897113796,0.502703209633805,-15.5800687045566
"RCP 8.5","Full Adaptation","Full","TUN","Tunisia","Tunisia",1230975.06253021,1325262.87601623,100402.738293568,103356.789835566,64570565.1501096,48043310.2409067,167620.511587418,106375.628746423,1.0503118269774,1.47738914982975,0.669189189189189,0.983131848779605,14.0923599326429,-11.7916612208303,-19.936235842973,0.515023740671497,-36.5378212135177
"RCP 6.0","Full Adaptation","Full","TUR","Turkey","Turkey",1549102.54544422,3153883.66088964,103194.774952472,242085.455304408,71643341.2221678,119408106.269819,245552.79461985,248597.374794062,1.05712994618228,1.31816930239447,0.671830762394465,0.98314606741573,141.878494826089,62.2932178212588,89.1727461191136,0.500028565987431,1.23988821993475
"RCP 8.5","Full Adaptation","Full","TUR","Turkey","Turkey",1528850.27189156,2990152.94302768,102844.48083728,220997.546986385,71507343.1593632,104268371.451585,244448.038550478,227490.372235499,1.05383491940346,1.53959876194276,0.672348124166825,0.98594228804903,131.498542547168,46.7252589750313,59.217998473204,0.508788729996595,-6.93712513118675
"RCP 6.0","Full Adaptation","Full","TUV","Tuvalu","Tuvalu",524539.985565516,616000.243400852,53270.2262248723,49833.2756976949,71006367.9860563,61966570.0064983,49314.7615158818,51212.2944645119,1.05517793397079,1.21825383504381,0.641428571428571,0.992857142857143,8.02823376272421,3.24498577280426,5.88790280110165,0.56,3.84779909767797
"RCP 8.5","Full Adaptation","Full","TUV","Tuvalu","Tuvalu",523433.43643503,517222.355519796,53254.5589852261,35423.2835642211,70985307.4853553,40753916.0655803,49319.1450056392,36517.6290128038,1.05218183837699,1.6043492036167,0.637857142857143,0.996418219461698,-12.4787367421849,-20.3083285627565,-12.7127330134982,0.564989648033126,-25.9564840213098
"RCP 6.0","Full Adaptation","Full","TWN","Taiwan","Taiwan",4616310.70180251,2755059.45898848,286221.775271555,139706.683156501,311338283.8443,141683832.522871,272164.57093554,148312.016347394,1.06509305077592,1.24897441491406,0.6643517833358,0.984559023708399,-40.4399615036764,-55.0572445265497,-55.3550249505306,0.531876620274923,-45.5064941635917
"RCP 8.5","Full Adaptation","Full","TWN","Taiwan","Taiwan",4440982.39875452,2827592.58545705,279048.184720079,116816.49549694,301995742.003273,119312475.160037,266177.80181696,119098.457725998,1.05970426648098,1.80288728446535,0.655671753509181,0.991027865288849,-37.2797536318708,-60.045129281383,-58.6870824787213,0.538722326493374,-55.2560518146073
"RCP 6.0","Full Adaptation","Full","TZA","Tanzania","Tanzania",436030.678784419,564637.978539176,29700.3492498547,34796.2382688377,29776788.3788468,30887876.2272626,35483.4363298099,35575.6860220841,1.05217960645048,1.21787258185929,0.641457352171638,0.984599524187153,22.2552321051501,40.1674795849702,57.1183407562351,0.563738718326347,0.259979589960559
