"rcp","scenario","scenario_short","sovereign_iso3","sovereign","country","msy_tot1","msy_tot2","c_tot","p_tot","bbmsy_avg2","bbmsy_good_prop","c_tot_rel","p_tot_rel","b_prop_diff","msy_pdiff"
"RCP 8.5","Full Adaptation","Full","GBR","United Kingdom","United Kingdom",1558436.30380964,1598451.03271298,132411482.570245,100331116742.685,1.50233655241356,0.913207147022957,18.644991507052,189.755714332846,0.710248661258682,2.56762042860049
"RCP 6.0","Full Adaptation","Full","GEO","Georgia","Georgia",16931.3445076354,17183.0868119152,1294302.41722987,629206510.409369,1.34005626022361,0.921489061397318,29.9308180162329,202.026191823955,0.698659139026111,1.48684178132625
"RCP 8.5","Full Adaptation","Full","GEO","Georgia","Georgia",16931.3445076354,16282.8264278527,1280452.81129721,621494613.251265,1.58693129844497,0.922712933753943,27.9228054658501,256.262569368555,0.763056431826148,-3.8302810476168
"RCP 6.0","Full Adaptation","Full","GHA","Ghana","Ghana",103966.185966581,11055.4632924834,4272776.73231178,2627081147.7355,1.49771561789151,0.914255281377596,6.92155272543114,74.2294015153319,0.641842712586544,-89.3662894433416
"RCP 8.5","Full Adaptation","Full","GHA","Ghana","Ghana",103966.185966581,10656.6518683072,3504114.96210987,2214519295.07806,1.58017745638866,0.907257680966423,-4.40049817773364,49.6718164422483,0.696946637496433,-89.7498866874537
"RCP 6.0","Full Adaptation","Full","GIN","Guinea","Guinea",124936.536393397,36321.5022462385,7406463.06382173,3804881410.34902,1.56974026316286,0.924420784284322,-0.0586212334993621,-300,0.665217065307041,-70.9280381105889
"RCP 8.5","Full Adaptation","Full","GIN","Guinea","Guinea",124936.536393397,9459.81756857414,4690917.48574337,2651815338.67416,1.75364872406913,0.912805139186295,-7.0359089791448,107.525268875154,0.699357601713062,-92.4283017268965
"RCP 6.0","Full Adaptation","Full","GMB","Gambia","Gambia",15799.5614506282,1458.84010396143,583649.966237677,335328987.405928,1.19782104442482,0.916258530710558,21.3407179410086,171.472092729792,0.638859895624247,-90.7665784995353
"RCP 8.5","Full Adaptation","Full","GMB","Gambia","Gambia",15799.5614506282,1439.87117725291,431351.616360418,274336895.624105,1.4587657927441,0.909585962485954,-1.71342098418747,85.1832191360008,0.694096291814331,-90.8866383301059
"RCP 6.0","Full Adaptation","Full","GNB","Guinea Bissau","Guinea Bissau",98530.8178874352,8800.59861390771,4500239.27839611,2505648524.43851,1.25717841221425,0.919163063619518,9.28996270351492,143.00725698613,0.650092649783817,-91.0681766348862
"RCP 8.5","Full Adaptation","Full","GNB","Guinea Bissau","Guinea Bissau",98530.8178874352,8673.02795374851,3329037.67718215,1970189832.66625,1.58146310085006,0.909428103165703,-2.9827138269357,65.0163370295914,0.695592167687398,-91.1976494870297
"RCP 6.0","Full Adaptation","Full","GNQ","Equatorial Guinea","Equatorial Guinea",106423.69422746,12715.5741849443,2772684.64054395,1903477513.78138,1.23168583171355,0.908513816280807,7.94692707236661,40.7582291204513,0.626493651979089,-88.0519330988762
"RCP 8.5","Full Adaptation","Full","GNQ","Equatorial Guinea","Equatorial Guinea",106423.69422746,2276.95939591256,2300876.67816643,1665820900.98493,1.45717123115793,0.904212291605011,-8.52316859612556,23.9790965655106,0.691032849955608,-97.8604770183546
"RCP 6.0","Full Adaptation","Full","GRC","Greece","Greece",478693.255915879,444790.878678502,37576328.2806137,19753887948.1829,1.33045309908949,0.92206490414735,22.2889593425024,105.284363045859,0.655181055005639,-7.08227592897923
"RCP 8.5","Full Adaptation","Full","GRC","Greece","Greece",478693.255915879,389865.112941473,35900897.8495912,18423334556.1256,1.60129996009673,0.922766788459116,15.7400419013292,92.1048183421291,0.737621267481416,-18.5563807044768
"RCP 6.0","Full Adaptation","Full","GRD","Grenada","Grenada",5041.45351069218,4925.5785866857,428410.301790939,609192507.870194,1.45880476376919,0.916490645745323,33.2969404770333,119.07269436812,0.674487024743512,-2.29844277569404
"RCP 8.5","Full Adaptation","Full","GRD","Grenada","Grenada",5041.45351069218,2984.83840036134,400522.116012455,554403552.241996,2.86224341565741,0.912936660268714,-7.43434909984311,77.2721928625058,0.740959692898273,-40.7940905528349
"RCP 6.0","Full Adaptation","Full","GTM","Guatemala","Guatemala",33242.4131298178,11977.4682497753,1563874.52662706,1480639345.28386,1.34923038753361,0.916940025994925,17.1752996312183,71.0680563613901,0.660704338676735,-63.9693177417623
"RCP 8.5","Full Adaptation","Full","GTM","Guatemala","Guatemala",33242.4131298178,2952.8513312533,1846114.80233544,1783534703.75035,1.60600262225003,0.909596842037145,-6.12200643330567,26.8980743582137,0.746651135701805,-91.1172172738427
"RCP 6.0","Full Adaptation","Full","GUY","Guyana","Guyana",24699.0422335543,23827.8456982248,2072715.78482824,2972674569.11255,1.49235977199444,0.917078651685393,31.7631486074623,117.147980258677,0.676479400749064,-3.5272482515373
"RCP 8.5","Full Adaptation","Full","GUY","Guyana","Guyana",24699.0422335543,11753.1314353258,1889310.32658258,2609615017.45752,2.24057453585606,0.911833307417198,-6.55542623770867,63.162426253259,0.739931581402581,-52.4146267527783
"RCP 6.0","Full Adaptation","Full","HND","Honduras","Honduras",43587.1059317755,41763.0618741707,3691884.78748379,5204973951.10441,1.35874957863975,0.917178452360063,36.6990479145038,115.378518892644,0.665964789144294,-4.18482488940627
"RCP 8.5","Full Adaptation","Full","HND","Honduras","Honduras",43587.1059317755,20958.8040086033,3151793.67412324,4073465922.23809,1.66171531762814,0.910512491601002,-4.14518562721245,38.6172043279922,0.7444261193574,-51.9151282000485
"RCP 6.0","Full Adaptation","Full","HRV","Croatia","Croatia",96958.2378184373,96971.930254005,7790718.35772697,4390299376.55922,1.33467886979186,0.921320426904939,20.2873335220522,96.8382317987971,0.65915860014892,0.0141219930103914
"RCP 8.5","Full Adaptation","Full","HRV","Croatia","Croatia",96958.2378184373,84998.0092789767,7608458.07899971,4206662384.73391,1.59462435820517,0.922288215067208,13.3200961368899,91.5071139725621,0.738418255704908,-12.3354433914704
"RCP 6.0","Full Adaptation","Full","HTI","Haiti","Haiti",16573.9619964284,11006.0426126273,1357763.87214068,1827449384.99337,1.38336296866977,0.916641104294479,38.872748010836,84.7038647679556,0.673389570552147,-33.5943776448925
"RCP 8.5","Full Adaptation","Full","HTI","Haiti","Haiti",16573.9619964284,9057.73765909557,1171842.31473205,1413655771.59004,1.58445646204566,0.91275275920406,-2.3701147875625,29.1212503363591,0.736969306372352,-45.3495931688063
"RCP 6.0","Full Adaptation","Full","IDN","Indonesia","Indonesia",2462321.00123446,2493386.04522984,217116533.358386,230849355408.233,1.22509921006935,0.926822012890431,32.9827089915796,145.889496284168,0.61883986117997,1.26161633596157
"RCP 8.5","Full Adaptation","Full","IDN","Indonesia","Indonesia",2462321.00123446,189289.773312653,189903992.466243,202511788570.808,1.97501799614057,0.925106596438425,0.51645886844333,68.543426530226,0.761474793077502,-92.3125468524309
"RCP 6.0","Full Adaptation","Full","IND","India","Andaman and Nicobar",142701.379988179,143222.547276188,12531703.5735021,12015349692.7483,1.22227382315441,0.932304768293365,29.4136797575643,140.831413555063,0.60433786125552,0.365215310498632
"RCP 8.5","Full Adaptation","Full","IND","India","Andaman and Nicobar",142701.379988179,807.804069370416,11069139.7350858,10577322862.576,1.70834880108907,0.93094425483504,4.18813915255978,70.3519193723758,0.762571103526735,-99.4339199316521
"RCP 6.0","Full Adaptation","Full","IND","India","India",864275.442638358,877411.770296935,78784524.1274528,53408879184.7781,1.23838774230159,0.933352877943907,21.6643041029958,143.066885662425,0.625525261409166,1.51992374311552
"RCP 8.5","Full Adaptation","Full","IND","India","India",864275.442638358,475519.308099242,71410552.3756925,51062770276.9299,1.99718268163012,0.932392710170488,0.638058064207598,97.8296836589094,0.763423476386439,-44.9805831983803
"RCP 6.0","Full Adaptation","Full","IRL","Ireland","Ireland",626994.599352562,675338.820718854,53457312.8275698,41603707509.7543,1.28949224134481,0.910783055198973,21.7448341020301,170.721295397741,0.618625277161863,7.71046854569595
"RCP 8.5","Full Adaptation","Full","IRL","Ireland","Ireland",626994.599352562,658244.136706414,54008311.9672366,41925874991.5117,1.48378194821721,0.912436404748445,21.6275633942706,205.838934615552,0.702656868287168,4.98402017914034
"RCP 6.0","Full Adaptation","Full","IRN","Iran","Iran",79675.1376914518,15024.8794821931,4459500.29903339,3628552640.47314,1.21832085999047,0.930878035761943,20.9338292777206,88.7448138485627,0.622524686415799,-81.1423237944337
"RCP 8.5","Full Adaptation","Full","IRN","Iran","Iran",79675.1376914518,1177.18220612581,3246080.37632043,2662443445.09066,1.85099204855345,0.930298949636413,0.659656418102997,40.9663938326452,0.764287638028548,-98.5225225330836
"RCP 6.0","Full Adaptation","Full","IRQ","Iraq","Iraq",303.30321955071,303.274057466478,27415.7277981301,26023804.0929089,1.22986211396254,0.945455838429811,30.8578262596578,107.63640242518,0.667970416725928,-0.00961482844641976
"RCP 8.5","Full Adaptation","Full","IRQ","Iraq","Iraq",303.30321955071,303.036524422949,27352.4200276088,26061750.8663421,1.88508594307663,0.943241703461045,6.22892450260199,87.3597669899567,0.79739353368466,-0.0879302000669697
"RCP 6.0","Full Adaptation","Full","ISL","Iceland","Iceland",551388.696598641,583622.706450719,46940615.0850921,41636995847.746,1.25668588477265,0.894823980481004,21.0656577191017,173.408209447778,0.622168002788428,5.84596856100249
"RCP 8.5","Full Adaptation","Full","ISL","Iceland","Iceland",551388.696598641,612226.261105191,48349475.6651619,42440542183.7462,1.37409534887321,0.898380700594845,22.8785941399246,217.704389426494,0.669200264375413,11.0335168061732
"RCP 6.0","Full Adaptation","Full","ISR","Israel","Israel",30841.3751877194,26698.2496727743,2182126.23210515,1030293724.14442,1.27497513836114,0.921464667384641,25.3254792059283,116.382198154223,0.630767956258802,-13.433660106683
"RCP 8.5","Full Adaptation","Full","ISR","Israel","Israel",30841.3751877194,13761.8975910612,2064043.31210416,959073147.785827,1.4725669903381,0.919118285168793,19.6047171090923,108.045845108784,0.716480083311638,-55.3784566761441
"RCP 6.0","Full Adaptation","Full","ITA","Italy","Italy",661884.042448605,610058.29392014,51783888.5293426,27987992505.9109,1.33919311985514,0.91996353691887,22.0545252291686,97.3495999386879,0.654269219082346,-7.83003444783745
"RCP 8.5","Full Adaptation","Full","ITA","Italy","Italy",661884.042448605,548529.926159048,49399885.0046431,25951979515.6977,1.59780266091102,0.921402660217654,15.0552055870963,85.7247556148792,0.737484885126965,-17.1259781200057
"RCP 6.0","Full Adaptation","Full","JAM","Jamaica","Jamaica",34553.540347787,30342.0870790865,2915696.30495507,3915765674.86646,1.41594601865628,0.915696320447136,39.1340298013134,94.1612181975239,0.671246700822854,-12.1881961336278
"RCP 8.5","Full Adaptation","Full","JAM","Jamaica","Jamaica",34553.540347787,18770.0968726825,2509470.03354685,3053347114.99845,2.05263711358013,0.909697880153564,-2.49958799824963,33.7488745336605,0.730512435319646,-45.6782237543291
"RCP 6.0","Full Adaptation","Full","Joint","Australia - Papua New Guinea","Australia - Papua New Guinea",2477.24933682199,2588.17608671828,207812.835785053,216032394.038048,1.21882446361343,0.922825012357884,51.002656297958,258.484016025016,0.610541275333663,4.477819339679
"RCP 8.5","Full Adaptation","Full","Joint","Australia - Papua New Guinea","Australia - Papua New Guinea",2477.24933682199,0,182070.116043162,193664201.418979,NA,0.917476365546218,7.79833192806045,104.809808169448,0.74422268907563,-100
"RCP 6.0","Full Adaptation","Full","Joint","Australia/Indonesia","Australia/Indonesia",25618.1837225759,25141.7634174691,2159910.20647301,2186082407.73056,1.22304898548761,0.931171548117155,37.1903050496074,159.922750599187,0.621600418410042,-1.85969587175276
"RCP 8.5","Full Adaptation","Full","Joint","Australia/Indonesia","Australia/Indonesia",25618.1837225759,4.37041338097928e-13,1777138.93849877,1807626240.45961,1.8550412570238,0.926554621848739,0.231904644906228,68.6982680190605,0.760840336134454,-100
"RCP 6.0","Full Adaptation","Full","Joint","Joint Development","Australia - East Timor",20394.0241591043,19990.7717666273,1709973.97474729,1820921660.87722,1.21854475724753,0.931992605456277,35.9757442933985,156.08713272768,0.610441992045264,-1.97730663321297
"RCP 8.5","Full Adaptation","Full","Joint","Joint Development","Australia - East Timor",20394.0241591043,3.96586012700162e-16,1302502.25589434,1392710148.60356,2.01101905406925,0.926025390625,-0.320578482028087,61.4839175157466,0.7525634765625,-100
"RCP 6.0","Full Adaptation","Full","Joint","Joint Regime","Colombia - Jamaica",4541.79679984251,4745.71576498752,414910.392096678,595044607.948968,1.37939693148405,0.917095215832944,35.0349800020516,119.07484064783,0.672354682873617,4.4898302176811
"RCP 8.5","Full Adaptation","Full","Joint","Joint Regime","Colombia - Jamaica",4541.79679984251,2216.61404318609,346337.227474704,448323005.068812,1.43109432639776,0.910388513513513,-5.10991378784613,55.4588731418602,0.730236486486486,-51.1952176446347
"RCP 6.0","Full Adaptation","Full","Joint","Joint Regime","Japan - Korea",137827.89149519,103026.347271759,10297173.1800291,11017973533.7334,1.2545668969942,0.931680950525906,1.01235795409604,114.041870214411,0.616088819633814,-25.2500011760284
"RCP 8.5","Full Adaptation","Full","Joint","Joint Regime","Japan - Korea",137827.89149519,45617.643694833,8110858.76439089,8481140664.11226,2.02440251106419,0.930378186479957,-14.7361238591076,74.4535382396202,0.757950791381096,-66.9024584211789
"RCP 6.0","Full Adaptation","Full","Joint","Joint Regime","Nigeria - Sao Tome and Principe",688.387364525347,646.755212251502,58248.8820215842,64923870.1379563,1.18176066416666,0.902027027027027,8.79079840150865,10.7065710738381,0.475084459459459,-6.04777984304672
"RCP 8.5","Full Adaptation","Full","Joint","Joint Regime","Nigeria - Sao Tome and Principe",688.387364525347,6.74644881496268e-14,54195.0605024092,57903668.5878315,1.26513969387957,0.898468271334792,8.47430457294714,9.41325298135529,0.553172866520788,-100
"RCP 6.0","Full Adaptation","Full","JPN","Japan","Japan",2447906.25509382,2023519.75311719,182900870.630832,171606818584.611,1.25095145848962,0.933447598344551,9.22880003613052,120.04561430204,0.604782408762175,-17.3367138179221
"RCP 8.5","Full Adaptation","Full","JPN","Japan","Japan",2447906.25509382,1565138.78896955,161361069.42332,153556532422.031,1.94073148153761,0.93302095971217,-4.09096166351507,130.138223089367,0.732544032129858,-36.062143486391
"RCP 6.0","Full Adaptation","Full","KEN","Kenya","Kenya",19388.9018835084,19584.9112600714,1643634.55380252,1541518397.7839,1.21262868201389,0.923801369863014,39.4516767808306,149.583954981902,0.625342465753425,1.01093593510694
"RCP 8.5","Full Adaptation","Full","KEN","Kenya","Kenya",19388.9018835084,19385.3688229135,1638538.72653354,1549497994.37162,1.84195955008123,0.923452583759228,2.10529156613593,82.0073759413004,0.761272004542873,-0.0182220768153684
"RCP 6.0","Full Adaptation","Full","KHM","Cambodia","Cambodia",31491.6991315895,29962.380841774,2641542.50007636,2801521121.4706,1.22060087572264,0.927704516279613,32.8340108291171,146.258931300612,0.607422102929163,-4.85625841725856
"RCP 8.5","Full Adaptation","Full","KHM","Cambodia","Cambodia",31491.6991315895,2.91257514736526e-17,2142828.01171669,2279045921.7661,4.22876406897814,0.921629894146155,-0.62531178741636,56.1195961419417,0.743910215533733,-100
"RCP 6.0","Full Adaptation","Full","KIR","Kiribati","Kiribati",76221.3967007892,76230.6138162883,6700786.57487727,7584258367.57395,1.21850044418847,0.92961217832548,45.9141686383409,152.310639468377,0.62529902138456,0.0120925565498618
"RCP 8.5","Full Adaptation","Full","KIR","Kiribati","Kiribati",76221.3967007892,75933.7121890579,6679855.87926464,7574926985.90505,1.88529785302539,0.928706121264868,9.2052388866003,87.0486560468579,0.767333913548013,-0.377432747474547
"RCP 6.0","Full Adaptation","Full","KIR","Kiribati","Line Group",45238.3434557547,44726.9949571234,3855909.50495825,4518617127.38844,1.2432553860978,0.921710802858344,20.9125983809037,89.0590892305349,0.591424968474149,-1.13034311066535
"RCP 8.5","Full Adaptation","Full","KIR","Kiribati","Line Group",45238.3434557547,44151.8540536482,3851734.56391588,4505020856.69108,1.66397200478856,0.919978858350951,14.1152110359639,64.2370711108177,0.726744186046512,-2.40170023725378
"RCP 6.0","Full Adaptation","Full","KIR","Kiribati","Phoenix Group",24131.5287951768,23464.4804308598,2031076.01711914,2465609649.23687,1.20862892464624,0.925894736842105,25.4565899789168,124.225351606679,0.602421052631579,-2.76421925017175
"RCP 8.5","Full Adaptation","Full","KIR","Kiribati","Phoenix Group",24131.5287951768,22085.3949923179,2026764.46959806,2455926354.54947,1.70577233510814,0.925703446095479,15.8203175868423,85.1071220017801,0.74454631678786,-8.47908899691383
"RCP 6.0","Full Adaptation","Full","KNA","Saint Kitts and Nevis","Saint Kitts and Nevis",2673.06675649565,2666.40284312669,228183.586384482,308056288.984092,1.46066592402991,0.915045345322068,41.1038125757681,120.079258650242,0.66956049918611,-0.24929842671407
"RCP 8.5","Full Adaptation","Full","KNA","Saint Kitts and Nevis","Saint Kitts and Nevis",2673.06675649565,1416.9141440966,215553.237786832,283143235.078779,1.47076928746087,0.913180991539496,-6.52494508185788,76.7228299976088,0.737724361508658,-46.9929383299745
"RCP 6.0","Full Adaptation","Full","KOR","South Korea","South Korea",561706.629711308,523988.002363427,45506834.3595869,52338592700.2203,1.25704201815803,0.934421768707483,7.85856678276218,136.76487537877,0.605931972789116,-6.7150048357568
"RCP 8.5","Full Adaptation","Full","KOR","South Korea","South Korea",561706.629711308,383430.872344491,40344028.0024645,45529761938.3463,1.94482793292529,0.935133504299291,-8.69712452581341,180.149254736822,0.751445668024338,-31.7382327245172
"RCP 6.0","Full Adaptation","Full","KWT","Kuwait","Kuwait",6222.47510546859,5300.44399971519,539856.024560994,512073295.528153,1.22987721424841,0.946595181729564,30.5012649993067,104.069530405568,0.668152067957109,-14.8177548342954
"RCP 8.5","Full Adaptation","Full","KWT","Kuwait","Kuwait",6222.47510546859,3890.87953246674,503772.354015521,478966741.712638,1.88508594307663,0.944417323383778,5.27652796171146,72.6041273261419,0.79684775786317,-37.4705488327746
"RCP 6.0","Full Adaptation","Full","LBN","Lebanon","Lebanon",22646.5840778439,19532.4470046977,1624337.17427286,835306532.578297,1.29919497975204,0.921495482052557,30.2296285670545,140.506854156281,0.638149714001492,-13.7510233880831
"RCP 8.5","Full Adaptation","Full","LBN","Lebanon","Lebanon",22646.5840778439,11873.6767670132,1570608.83247099,798011094.418298,1.46089753087405,0.918420368926994,20.6978004618534,119.44974626915,0.718195202217026,-47.5696788257365
"RCP 6.0","Full Adaptation","Full","LBR","Liberia","Liberia",103026.899978701,10654.1533295303,3243427.96336643,2030685524.73613,1.47354384989705,0.91625707131596,10.7674346514873,67.2891190693607,0.639061485671891,-89.6588625575137
"RCP 8.5","Full Adaptation","Full","LBR","Liberia","Liberia",103026.899978701,8966.89361653472,2814441.90825399,1853473210.66634,1.46862712978777,0.91198375084631,-4.73717459485464,41.690892739027,0.709546377792823,-91.29655107706
"RCP 6.0","Full Adaptation","Full","LBY","Libya","Libya",349657.203271823,296248.498748991,25868619.0581265,12583426964.4236,1.32528320570378,0.920371684842228,22.7408687661454,91.6016194840672,0.646189585080983,-15.2745900908303
"RCP 8.5","Full Adaptation","Full","LBY","Libya","Libya",349657.203271823,260571.618816078,24731224.8705189,11765307258.633,1.48252826615938,0.91696874358799,16.6088915079947,83.2815107302947,0.713767868134874,-25.477977751395
"RCP 6.0","Full Adaptation","Full","LCA","Saint Lucia","Saint Lucia",4209.96356400244,4013.48877445914,353827.922976018,512079141.81716,1.3644166546861,0.91853692630271,33.8632688973107,121.761335201589,0.675933835520696,-4.66689999940322
"RCP 8.5","Full Adaptation","Full","LCA","Saint Lucia","Saint Lucia",4209.96356400244,1982.51977013877,323326.520077833,450549159.959306,1.50186415800776,0.91349310571241,-7.10897601018011,62.7127902800806,0.745567957977676,-52.9088615614056
"RCP 6.0","Full Adaptation","Full","LKA","Sri Lanka","Sri Lanka",130980.63198324,135575.039665879,11987875.6561831,10279463164.3725,1.2381721068956,0.934774793282317,26.1783142862721,146.53844264329,0.627959529556777,3.50770004165703
"RCP 8.5","Full Adaptation","Full","LKA","Sri Lanka","Sri Lanka",130980.63198324,89638.322692372,11158511.8776817,10013067927.6015,1.91562224496976,0.934091820368885,4.60506744060955,97.0348340380327,0.772504009623095,-31.5636813358469
"RCP 6.0","Full Adaptation","Full","LTU","Lithuania","Lithuania",7626.01829747413,7620.63458259807,651615.941870773,612727778.280254,1.27700211080656,0.927043250731107,11.9837528724892,171.895441860222,0.685855010004618,-0.0705966687470553
"RCP 8.5","Full Adaptation","Full","LTU","Lithuania","Lithuania",7626.01829747413,5131.94698435158,622948.5832687,608064110.724712,1.40678266404014,0.926964560862866,13.5970627317864,234.453098082781,0.748073959938367,-32.7047643453548
"RCP 6.0","Full Adaptation","Full","LVA","Latvia","Latvia",30973.3835917017,32085.8589859226,2726750.4269233,2521608599.84339,1.27701008158842,0.928347514554411,11.7731268339605,176.013475877052,0.691147932527243,3.59171412747733
"RCP 8.5","Full Adaptation","Full","LVA","Latvia","Latvia",30973.3835917017,24494.4143652857,2668895.84901832,2523996340.79958,1.4043210196803,0.927269966595809,13.0149276771425,234.574272255499,0.750835104767689,-20.9178606761962
"RCP 6.0","Full Adaptation","Full","MAR","Morocco","Morocco",307946.438378947,332525.912373026,25328752.1994439,12585176959.163,1.36920712815823,0.92066346922462,18.9577497933771,162.447396009721,0.657174260591527,7.98173673430563
"RCP 8.5","Full Adaptation","Full","MAR","Morocco","Morocco",307946.438378947,320218.424053398,24371541.2690373,12086009290.9319,1.64689406301639,0.921810905452726,10.7064814037257,200.65653344615,0.740520260130065,3.98510394828767
"RCP 6.0","Full Adaptation","Full","MAR","Morocco","Western Sahara",247345.001525257,266362.23581392,19615008.1550032,9629361617.13026,1.39987515360458,0.922521709710161,15.4300541059715,208.056679119483,0.645652419081989,7.68854602736747
"RCP 8.5","Full Adaptation","Full","MAR","Morocco","Western Sahara",247345.001525257,263216.139062149,18587877.6625098,9203705443.68875,1.65396978971295,0.92461062631172,3.62528621847031,300,0.736220037556611,6.41659925974724
"RCP 6.0","Full Adaptation","Full","MCO","Monaco","Monaco",482.45884902611,482.183932777826,38771.8218186154,21793068.6784771,1.33419157542708,0.921747224253707,21.3406094753785,96.9373895058206,0.648294661259225,-0.0569823206350378
"RCP 8.5","Full Adaptation","Full","MCO","Monaco","Monaco",482.45884902611,424.278944803227,38276.897356645,21235160.6220086,1.59832238041385,0.921579232017307,14.0065933608852,96.0100442298816,0.72775824770146,-12.0590397171334
"RCP 6.0","Full Adaptation","Full","MDG","Madagascar","Madagascar",185838.704331255,190043.540203884,15838224.2748029,14827203868.587,1.23760623824686,0.92673750571966,43.1659869932939,171.842057876557,0.617418272408358,2.26262655444118
"RCP 8.5","Full Adaptation","Full","MDG","Madagascar","Madagascar",185838.704331255,169950.413033232,16071537.1896236,14976918632.4797,1.85982837603688,0.925503184713376,3.4559396706483,98.7113048629841,0.756636942675159,-8.54950606505675
"RCP 6.0","Full Adaptation","Full","MDV","Maldives","Maldives",141766.773416878,142659.261738901,12374634.6943887,11008556163.4213,1.22313190061256,0.933026989911794,30.2252822554998,124.501367749925,0.62758147150478,0.629546896294517
"RCP 8.5","Full Adaptation","Full","MDV","Maldives","Maldives",141766.773416878,1.54151516366768e-14,11197432.2376673,10148999139.9262,1.68705029445969,0.928710992016971,2.83623132829887,68.1934010526802,0.76229553955228,-100
"RCP 6.0","Full Adaptation","Full","MEX","Mexico","Mexico",1217166.04719883,658495.998210521,78464726.2325624,71796617712.1212,1.40753322828308,0.915506824793019,5.74542315331384,150.182191746366,0.608279257104498,-45.8992468836956
"RCP 8.5","Full Adaptation","Full","MEX","Mexico","Mexico",1217166.04719883,411311.43582586,77046597.9716193,71253205124.4825,1.67676296843268,0.910635155096012,-7.36347263633631,66.2929404446895,0.692115952732644,-66.2074507605231
"RCP 6.0","Full Adaptation","Full","MHL","Marshall Islands","Marshall Islands",187073.317076589,190767.11045289,16671038.4585778,18808023948.7185,1.22206148681989,0.929021649767059,44.7695256993415,156.185561231008,0.616744313510551,1.97451642704803
"RCP 8.5","Full Adaptation","Full","MHL","Marshall Islands","Marshall Islands",187073.317076589,171069.352195921,16528517.08822,18584537278.8448,1.88130535203359,0.92788825431776,8.5911329185334,88.8027201602301,0.763916603591825,-8.55491586441224
"RCP 6.0","Full Adaptation","Full","MLT","Malta","Malta",72887.4743990143,60191.9096443692,5330404.66527323,2619977170.47119,1.2708812199027,0.916900157178979,23.9797018849359,93.7197108377096,0.627485819722545,-17.4180335638257
"RCP 8.5","Full Adaptation","Full","MLT","Malta","Malta",72887.4743990143,55640.1776540592,5088736.66475972,2436901321.27531,1.45990614603321,0.914623717217788,17.2789117810263,83.6981586399194,0.70381984036488,-23.6629090075707
"RCP 6.0","Full Adaptation","Full","MMR","Myanmar","Myanmar",239245.798977827,240953.264546744,21188179.5461871,20820297353.5279,1.22343937221637,0.930337078651685,29.952003010042,135.887173745759,0.601918333790079,0.713686750702446
"RCP 8.5","Full Adaptation","Full","MMR","Myanmar","Myanmar",239245.798977827,150310.512090702,20258063.01598,19901169100.9833,2.05536456579947,0.930839375961327,2.46747066336216,84.834409491954,0.761371127224786,-37.1731864329903
"RCP 6.0","Full Adaptation","Full","MNE","Montenegro","Montenegro",12249.106027677,12374.6285329285,982423.536494951,526632410.325337,1.33556380259138,0.924998321359028,21.5919827816671,98.5982801408671,0.653192775129255,1.02474829565359
"RCP 8.5","Full Adaptation","Full","MNE","Montenegro","Montenegro",12249.106027677,8459.34472026519,836193.130573673,414577433.910846,1.45527680055401,0.916590073529412,14.7570370461421,71.1954665152574,0.702665441176471,-30.9390848511625
"RCP 6.0","Full Adaptation","Full","MOZ","Mozambique","Mozambique",106223.394009563,105722.305786465,8808717.36299486,7965928746.77582,1.23514691922244,0.924704881420823,47.2822224751677,185.29240297064,0.620865681165585,-0.471730571001555
"RCP 8.5","Full Adaptation","Full","MOZ","Mozambique","Mozambique",106223.394009563,94854.0941338527,8788222.45587671,7945476058.33617,1.82768323878369,0.923663308278693,3.29272593777366,98.7879046653395,0.757503065195373,-10.7031977105598
"RCP 6.0","Full Adaptation","Full","MRT","Mauritania","Mauritania",95777.9078166004,92526.3148060431,7576013.74899846,3805697041.1315,1.45028200650988,0.92921134790281,4.34518627370921,300,0.636079815392969,-3.39493008845379
"RCP 8.5","Full Adaptation","Full","MRT","Mauritania","Mauritania",95777.9078166004,63485.5209515466,8065014.27525244,3965126184.40275,1.64330570090188,0.928010381804522,-5.73389890033785,-300,0.718461853698518,-33.7159033864977
"RCP 6.0","Full Adaptation","Full","MUS","Mauritius","Mauritius",124496.152488106,131476.436919515,11030151.349674,10280248571.6961,1.21849477018561,0.928214228101307,43.4686310743725,142.048049755511,0.61128138947142,5.60682743354339
"RCP 8.5","Full Adaptation","Full","MUS","Mauritius","Mauritius",124496.152488106,131338.444783268,11102739.9212207,10383883409.1356,1.852144821849,0.927576902320561,4.65077054491624,85.3574318364287,0.760172692930383,5.49598695093432
"RCP 6.0","Full Adaptation","Full","MYS","Malaysia","Malaysia",299732.186583836,277624.396674191,25597315.8825618,26661631793.1003,1.22714367389526,0.927774268267004,29.893197945682,138.889401480759,0.615971783533375,-7.37584780654216
"RCP 8.5","Full Adaptation","Full","MYS","Malaysia","Malaysia",299732.186583836,21026.4012749501,21326328.448068,22416227955.0891,1.88748660976689,0.927305625033261,-0.322046802834708,64.3220101016922,0.765419615773509,-92.9849371485271
"RCP 6.0","Full Adaptation","Full","NAM","Namibia","Namibia",416231.007350204,453256.227728882,33828747.7040891,20050440738.2225,1.35426234643955,0.910913140311804,16.4806649410894,114.411159156516,0.640103006681515,8.89535371580944
"RCP 8.5","Full Adaptation","Full","NAM","Namibia","Namibia",416231.007350204,409112.052119179,33046902.8004956,19106856120.5172,1.58566023449042,0.910136642498606,7.36477524035398,114.454357310205,0.724972113775795,-1.71033755422152
